City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,el rama,12.1596,-84.2195,29.51,59,0,3.81,NI,1741123924
283,bukama,-9.2,25.85,21.27,96,81,1.43,CD,1741123926
284,santa paula,34.3542,-119.0593,20.78,58,20,6.17,US,1741123927
285,conceicao da barra,-18.5933,-39.7322,24.18,86,2,2.13,BR,1741123928
286,orange,33.7,-117.7675,20.66,48,20,5.66,US,1741123801
287,nevel'sk,46.6733,141.8633,-11.17,73,100,2.69,RU,1741123931
288,dire,12.2833,-10.9667,29.58,22,5,1.0,ML,1741123932
289,dzhangala,49.2167,50.3333,0.36,98,100,8.07,KZ,1741123934
290,culfa,38.9558,45.6308,2.93,65,61,0.45,AZ,1741123935
291,ankang,32.68,109.0172,4.88,78,100,1.62,CN,1741123936
292,northam,51.0333,-4.2167,3.22,90,4,0.89,GB,1741123937
293,lerwick,60.1545,-1.1494,7.6,88,100,11.05,GB,1741123939
294,vung tau,10.346,107.0843,24.84,87,37,3.7,VN,1741123940
295,blakely,41.4809,-75.5946,12.15,40,40,3.6,US,1741123941
296,sitka,57.0531,-135.33,8.94,57,20,4.12,US,1741123942
297,nova sintra,14.8667,-24.7167,21.26,62,36,8.21,CV,1741123944
298,nova vicosa,-17.8919,-39.3719,24.95,83,1,3.52,BR,1741123832
299,st. john's,47.5649,-52.7093,-5.02,59,75,6.69,CA,1741123653
300,kruisfontein,-34.0033,24.7314,20.19,84,28,1.71,ZA,1741123947
301,susuman,62.7833,148.1667,-26.91,97,100,1.57,RU,1741123949
302,merowe,18.4833,31.8167,22.57,9,0,4.28,SD,1741123950
303,padang,-0.9492,100.3543,25.03,92,100,1.91,ID,1741123951
304,ilulissat,69.2167,-51.1,-25.93,94,82,1.89,GL,1741123952
305,cabimas,10.3883,-71.4399,30.15,61,80,7.22,VE,1741123953
306,bardai,11.65,7.2333,27.05,15,70,4.55,NG,1741123955
307,nacala,-14.5428,40.6728,25.05,88,60,0.83,MZ,1741123956
308,sarangani,5.4033,125.4636,28.01,78,100,8.12,PH,1741123957
309,tilcara,-23.5776,-65.3509,11.05,95,92,2.72,AR,1741123958
310,kerikeri,-35.2268,173.9474,21.49,46,25,4.5,NZ,1741123959
311,shingu,33.7333,135.9833,10.41,91,100,3.02,JP,1741123961
312,port douglas,-16.4833,145.4667,26.41,76,10,1.03,AU,1741123962
313,erenhot,43.6475,111.9767,-3.68,64,11,3.22,CN,1741123963
314,pasighat,28.0667,95.3333,17.41,59,80,1.81,IN,1741123964
315,thunder bay,48.4001,-89.3168,1.99,60,100,5.66,CA,1741123921
316,puerto plata,19.7934,-70.6884,28.91,65,40,6.17,DO,1741123851
317,martapura,-3.4167,114.85,25.05,100,100,1.03,ID,1741123968
318,dean funes,-30.4204,-64.3498,30.15,44,88,4.98,AR,1741123969
319,hwange,-18.3693,26.5019,20.68,94,67,1.03,ZW,1741123970
320,san patricio,28.017,-97.5169,30.97,13,2,11.15,US,1741123972
321,el rosario,24.2556,-107.1828,29.66,13,30,7.43,MX,1741123973
322,egilsstadir,65.2653,-14.3948,-2.05,69,0,3.6,IS,1741123974
323,las terrenas,19.311,-69.5428,28.93,70,40,3.09,DO,1741123975
324,hanzhong,33.0728,107.0303,5.84,84,100,0.46,CN,1741123976
325,kota kinabalu,5.9749,116.0724,24.99,94,20,0.0,MY,1741123978
326,mugia,43.1041,-9.2179,12.17,86,11,7.78,ES,1741123979
327,n'dalatando,-9.2978,14.9116,20.22,95,60,1.03,AO,1741123980
328,kirakira,-10.4544,161.9205,28.59,73,91,1.48,SB,1741123981
329,hammerfest,70.6634,23.6821,-3.75,86,20,1.54,NO,1741123982
330,angaur state,6.906,134.13,28.15,80,53,8.5,PW,1741123985
331,gloversville,43.0528,-74.3438,5.58,57,40,0.0,US,1741123986
332,esperanza,19.5847,-70.9849,26.09,68,62,5.31,DO,1741123987
333,souillac,-20.5167,57.5167,27.21,83,75,4.12,MU,1741123989
334,farkhar,36.5729,69.8578,-0.99,35,11,5.26,AF,1741123990
335,uttarkashi,30.7333,78.45,3.23,56,2,3.2,IN,1741123991
336,nasiriyah,31.0521,46.261,15.7,53,100,8.72,IQ,1741123992
337,ekibastuz,51.6667,75.3667,-13.72,88,41,6.0,KZ,1741123993
338,canico,32.6333,-16.85,16.11,83,40,4.12,PT,1741123995
339,harstad,68.799,16.5293,0.23,85,99,1.79,NO,1741123996
340,bouznika,33.7894,-7.1597,14.86,100,75,2.06,MA,1741123997
341,tobol'sk,58.2,68.2667,-14.48,98,100,2.92,RU,1741123998
342,inari,68.906,27.0288,-11.67,99,78,1.32,FI,1741124000
343,laojunmiao,39.8333,97.7333,-4.85,71,100,5.68,CN,1741124001
344,kuching,1.55,110.3333,25.02,98,40,1.03,MY,1741124002
345,yemva,62.59,50.8594,-4.52,93,100,3.78,RU,1741124003
346,west island,-12.1568,96.8225,27.99,89,20,5.14,CC,1741124005
347,mula,38.0409,-1.4901,12.73,87,100,2.51,ES,1741124006
348,poxoreo,-15.8372,-54.3892,22.59,92,98,0.99,BR,1741123802
349,murashi,59.3999,48.9615,-5.76,95,100,4.06,RU,1741124008
350,cromwell,41.5951,-72.6454,8.12,73,100,7.2,US,1741124010
351,abdulino,53.7,53.6667,-5.64,94,100,7.83,RU,1741124011
352,lionel town,17.8101,-77.2406,27.61,66,25,3.34,JM,1741124013
353,esquel,-42.9,-71.3167,14.17,60,21,7.14,AR,1741123791
354,ar ruways,24.1103,52.7306,20.49,60,92,4.59,AE,1741124016
355,borogontsy,62.6683,131.1683,-28.22,98,100,2.06,RU,1741124017
356,sarakhs,36.5449,61.1577,8.01,32,99,2.6,IR,1741124018
357,gizo,-8.103,156.8419,28.39,78,91,4.31,SB,1741124020
358,victoria falls,-17.9235,25.843,20.32,88,76,1.02,ZW,1741124021
359,tierp,60.3427,17.5181,5.74,86,100,4.78,SE,1741124022
360,ylivieska,64.0833,24.55,-1.77,90,85,3.3,FI,1741124023
361,buta,2.7858,24.73,27.17,56,99,0.78,CD,1741124024
362,mujiayingzi,42.1167,118.7833,-5.47,28,50,1.25,CN,1741124026
363,paita,-5.0892,-81.1144,27.42,70,74,6.62,PE,1741124027
364,remire-montjoly,4.9167,-52.2667,26.02,89,100,1.54,GF,1741124028
365,kapuskasing,49.4169,-82.4331,-1.95,74,100,4.12,CA,1741123922
366,konarka,19.9,86.1167,24.47,88,47,4.04,IN,1741124031
367,severo-yeniseyskiy,60.3725,93.0408,-12.68,97,98,1.7,RU,1741124032
368,bulungu,-4.55,18.6,24.22,74,82,0.44,CD,1741124033
369,bayanhongor,46.7167,100.1167,-25.09,88,2,1.27,MN,1741124034
370,arkhangel'sk,64.5401,40.5433,0.06,93,75,3.0,RU,1741124036
371,igarka,67.4667,86.5833,-13.3,96,100,4.65,RU,1741124037
372,iwon-up,40.3231,128.6553,-2.8,72,100,1.81,KP,1741124038
373,nuku'alofa,-21.1333,-175.2,29.19,84,75,5.66,TO,1741124039
374,nyurba,63.2842,118.3319,-41.48,100,74,1.76,RU,1741124040
375,zhanaozen,43.3,52.8,-1.52,95,75,4.53,KZ,1741124043
376,huarmey,-10.0681,-78.1522,25.55,76,75,4.91,PE,1741124044
377,taulaga,-11.0553,-171.0883,28.04,67,76,3.01,AS,1741124046
378,colares,38.7992,-9.4469,15.18,84,68,4.02,PT,1741124047
379,mancio lima,-7.6142,-72.8958,30.04,74,75,1.54,BR,1741124048
380,baiao,-2.7906,-49.6717,23.74,98,100,0.85,BR,1741124049
381,le port,-20.9373,55.2919,24.98,80,5,4.45,RE,1741124051
382,ohara,35.25,140.3833,14.06,88,100,9.07,JP,1741124052
383,pacific grove,36.6177,-121.9166,16.82,82,100,3.6,US,1741124053
384,nuuk,64.1835,-51.7216,-12.66,72,20,1.54,GL,1741124007
385,volodarskiy,46.4013,48.5409,0.19,86,100,7.58,RU,1741124055
386,abatskoye,56.2875,70.4555,-20.78,100,42,2.87,RU,1741124057
387,kolonia,50.9333,6.95,6.36,57,0,1.03,DE,1741124058
388,goz beida,13.95,20.55,26.68,18,2,3.38,TD,1741124059
389,doume,4.2333,13.45,23.58,69,87,1.71,CM,1741124060
390,arraial do cabo,-22.9661,-42.0278,27.92,74,40,6.17,BR,1741123796
391,alofi,-19.0595,-169.9187,27.94,83,40,2.06,NU,1741124063
392,sinabang,2.4803,96.3801,25.64,88,100,3.75,ID,1741124064
393,hazaribagh,23.9833,85.35,15.3,43,0,3.01,IN,1741124065
394,sao vicente,-23.9631,-46.3919,27.98,37,20,2.24,BR,1741124066
395,puntarenas,9.9763,-84.8384,30.79,55,10,5.92,CR,1741124067
396,san pedro pochutla,15.7333,-96.4667,31.51,44,5,5.62,MX,1741124069
397,rongelap,11.1635,166.8941,26.42,80,16,7.65,MH,1741124070
398,kidal,18.4411,1.4078,29.71,10,51,4.92,ML,1741124071
399,chirilagua,13.2203,-88.1386,34.83,46,5,2.22,SV,1741124072
400,polyarnyy,69.1989,33.4478,-5.22,96,85,3.9,RU,1741124073
401,ubari,26.5921,12.7805,17.04,31,100,3.96,LY,1741124075
402,mount pearl,47.5166,-52.7813,-5.48,61,75,6.69,CA,1741124050
403,fort st. john,56.2499,-120.8529,1.94,69,40,2.57,CA,1741123804
404,simanggang,1.2472,111.4528,25.01,100,96,1.03,MY,1741124078
405,castillos,-34.1667,-53.8333,25.36,82,0,3.96,UY,1741123983
406,uturoa,-16.7333,-151.4333,28.44,72,46,4.54,PF,1741124081
407,kingston,17.997,-76.7936,27.53,74,75,4.63,JM,1741123840
408,tarawa,1.419,172.984,28.05,78,20,7.82,KI,1741124083
409,suomussalmi,64.8869,28.9078,-8.84,99,46,2.57,FI,1741123907
410,sainte-anne-des-monts,49.124,-66.4924,-1.07,59,100,5.14,CA,1741124085
411,turochak,52.2576,87.1224,-5.32,98,100,0.88,RU,1741124087
412,blanchard,35.1378,-97.6581,14.9,57,12,15.31,US,1741123969
413,iron river,46.0927,-88.6423,0.59,99,100,2.23,US,1741124089
414,fortuna,40.5982,-124.1573,12.51,94,100,2.57,US,1741124090
415,port lincoln,-34.7333,135.8667,19.94,81,0,9.46,AU,1741124091
416,glace bay,46.1969,-59.957,-2.75,55,20,6.69,CA,1741124093
417,matoury,4.8483,-52.3317,24.98,88,75,2.57,GF,1741124094
418,baki,-7.6128,110.7839,23.69,94,100,2.07,ID,1741124095
419,bay city,43.5945,-83.8889,7.27,84,100,2.57,US,1741124096
420,khorinsk,52.1657,109.7726,-17.29,98,99,0.22,RU,1741124097
421,mogocha,53.7333,119.7667,-22.77,98,22,1.46,RU,1741124002
422,talara,-4.5772,-81.2719,29.42,61,0,5.14,PE,1741124100
423,lobito,-12.3481,13.5456,25.67,83,100,3.75,AO,1741124101
424,luis correia,-2.8792,-41.6669,28.0,78,100,6.17,BR,1741124102
425,port augusta,-32.5,137.7667,23.76,48,0,3.63,AU,1741124103
426,veraval,20.9,70.3667,21.93,20,0,6.75,IN,1741124105
427,rawson,-43.3002,-65.1023,33.16,17,0,11.32,AR,1741123841
428,zhosaly,45.4878,64.0781,-3.5,78,100,5.3,KZ,1741124107
429,peterhead,57.5058,-1.7981,9.68,75,100,9.05,GB,1741124108
430,betio village,1.358,172.9211,28.02,83,43,7.77,KI,1741124110
431,queenstown,-31.8976,26.8753,19.87,65,94,0.81,ZA,1741124111
432,richards bay,-28.783,32.0377,23.57,89,65,2.99,ZA,1741124112
433,kismayo,-0.3582,42.5454,25.69,85,91,5.83,SO,1741124114
434,pandan,14.0453,124.1694,24.5,88,100,1.86,PH,1741124115
435,chebba,35.2372,11.115,14.58,78,81,5.9,TN,1741124116
436,upata,8.0086,-62.3989,29.13,51,88,3.2,VE,1741124117
437,laguna,38.421,-121.4238,14.15,61,75,0.0,US,1741124118
438,lubango,-14.9172,13.4925,17.12,86,98,1.09,AO,1741124120
439,kapa'a,22.0752,-159.319,27.49,70,20,8.75,US,1741124121
440,zapolyarnyy,69.4154,30.8136,-8.07,97,91,2.02,RU,1741124122
441,jerada,34.31,-2.16,9.86,73,35,1.39,MA,1741124123
442,ardabil,38.2498,48.2933,-6.25,93,0,1.03,IR,1741124125
443,taroa,8.7058,171.2275,27.07,76,9,8.88,MH,1741124126
444,korsakov,46.6328,142.7813,-25.09,87,78,1.97,RU,1741124127
445,lalitpur,27.6667,85.3333,11.21,82,20,1.54,NP,1741124128
446,rice lake,45.5061,-91.7382,4.82,95,100,6.69,US,1741124129
447,vila velha,-20.3297,-40.2925,24.97,94,75,0.51,BR,1741124131
448,jayapura,-2.5333,140.7,25.66,92,88,2.44,ID,1741124132
449,okap,19.7578,-72.2042,24.98,77,0,5.39,HT,1741124133
450,fale old settlement,-9.3852,-171.2468,28.07,70,100,3.84,TK,1741124134
451,gaigeturi,33.4644,126.3183,7.03,87,100,3.09,KR,1741124137
452,divnogorsk,55.9594,92.3619,-12.73,99,100,1.5,RU,1741124138
453,manokwari,-0.8667,134.0833,26.73,74,100,2.2,ID,1741124140
454,karungdong,5.8844,121.263,26.66,83,93,0.65,PH,1741124141
455,vodnyy,63.5046,53.4095,-5.11,93,100,3.64,RU,1741124143
456,aswan,24.0934,32.907,19.61,27,0,2.06,EG,1741124144
457,nidau,47.1255,7.2403,5.82,90,0,0.0,CH,1741124145
458,beyneu,45.3167,55.2,-7.25,90,19,3.22,KZ,1741124146
459,buchanan,5.8808,-10.0467,25.79,86,55,2.77,LR,1741124148
460,cururupu,-1.8283,-44.8683,23.01,100,100,0.82,BR,1741124149
461,gafanha da nazare,40.6362,-8.7134,12.38,78,36,2.32,PT,1741124150
462,chernyshevsk,52.5243,117.0174,-26.0,100,92,1.05,RU,1741124151
463,rong'an,26.1247,119.1214,12.94,94,100,1.77,CN,1741124152
464,kristinestad,62.2743,21.376,0.48,82,100,4.85,FI,1741124154
465,conde,-7.2597,-34.9075,26.7,78,20,3.6,BR,1741124151
466,ierapetra,35.01,25.7353,12.86,69,63,4.02,GR,1741124156
467,brak,27.5496,14.2714,15.29,38,93,3.69,LY,1741124159
468,yorkton,51.2167,-102.4677,-3.09,80,100,3.6,CA,1741124160
469,sikasso,10.9167,-7.0,30.92,22,5,2.26,ML,1741124162
470,chibougamau,49.9168,-74.3659,-2.21,86,100,3.09,CA,1741124163
471,altai,46.3722,96.2583,-12.95,58,69,1.47,MN,1741124165
472,strelka,58.0728,93.0344,-16.01,99,98,0.8,RU,1741124166
473,nouadhibou,20.931,-17.0347,18.99,77,76,3.6,MR,1741124167
474,sakaraha,-22.9,44.5333,22.11,95,53,0.56,MG,1741124168
475,bat khela,34.6167,71.9714,7.66,44,0,3.17,PK,1741124169
476,rio bueno,-40.3167,-72.9667,16.7,92,90,1.4,CL,1741124171
477,bellegarde,43.7533,4.5165,7.61,87,0,1.54,FR,1741124173
478,montagu,-40.7667,144.9667,18.31,84,8,7.89,AU,1741124174
479,yuzhno-kurilsk,44.0306,145.8556,-6.36,66,96,0.81,RU,1741124176
480,awjilah,29.1081,21.2869,15.58,52,28,5.65,LY,1741124177
481,kone,-21.0595,164.8658,29.11,73,25,1.0,NC,1741124178
482,xilin hot,43.9667,116.0333,-7.34,78,12,3.17,CN,1741124179
483,katsuren-haebaru,26.3369,127.8719,19.21,95,75,3.09,JP,1741124180
484,illizi,26.4833,8.4667,22.18,17,100,3.92,DZ,1741124182
485,as sulayyil,20.4607,45.5779,22.91,24,99,4.8,SA,1741124183
486,la junta,37.985,-103.5438,10.16,34,40,16.98,US,1741124184
487,howard springs,-12.497,131.047,26.95,100,12,1.48,AU,1741124186
488,sidney,-33.8679,151.2073,21.91,83,40,5.66,AU,1741123982
489,la sarre,48.8002,-79.1996,0.05,100,100,0.91,CA,1741123959
490,georgiyevka,43.0369,74.7114,-4.98,80,43,2.0,KZ,1741124190
491,khao wong,16.7001,104.0902,26.97,60,85,1.78,TH,1741124191
492,palapye,-22.546,27.1251,23.67,61,21,2.09,BW,1741124192
493,labuan,5.2767,115.2417,26.2,94,40,0.0,MY,1741124194
494,la passe,45.5549,-0.8967,9.52,81,77,3.31,FR,1741124195
495,lamar,33.6668,-95.5836,17.95,39,75,10.29,US,1741124196
496,talcahuano,-36.7167,-73.1167,20.82,64,40,4.63,CL,1741124199
497,zvishavane,-20.3267,30.0665,19.48,85,61,0.46,ZW,1741124200
498,ugoofaaru,5.6667,73.0,27.97,73,98,4.93,MV,1741124201
499,protaras,35.0125,34.0583,18.88,60,24,4.47,CY,1741124202
500,carauari,-4.8828,-66.8958,27.46,83,89,0.26,BR,1741124204
501,bengkulu,-3.8004,102.2655,24.47,87,100,1.8,ID,1741124205
502,neryungri,56.6709,124.6491,-34.91,100,97,0.39,RU,1741124206
503,taguatinga,-12.3857,-46.5711,27.43,40,26,2.77,BR,1741124054
504,scottburgh,-30.2867,30.7532,24.14,92,75,3.89,ZA,1741124208
505,ujar,40.519,47.6542,4.04,73,52,2.9,AZ,1741124210
506,laem sing,12.4816,102.0738,26.44,80,100,2.31,TH,1741124211
507,shubarshi,48.5872,57.1869,-5.83,96,100,6.22,KZ,1741124212
508,coquimbo,-29.9533,-71.3436,20.85,69,0,6.69,CL,1741124180
509,hinthada,17.6333,95.4667,21.89,49,0,0.23,MM,1741124214
510,winnemucca,40.973,-117.7357,7.94,45,95,4.28,US,1741124216
511,salekhard,66.53,66.6019,-13.86,98,100,0.83,RU,1741124217
512,phan rang-thap cham,11.5667,108.9833,22.85,89,100,1.33,VN,1741124218
513,kayangel,8.0823,134.7173,28.22,80,100,8.32,PW,1741124220
514,deming,32.2687,-107.7586,15.94,20,100,11.83,US,1741124106
515,merizo village,13.2658,144.6691,25.32,91,40,8.72,GU,1741124222
516,paraipaba,-3.4394,-39.1483,23.7,95,100,1.94,BR,1741124223
517,revda,56.801,59.9303,-11.83,97,92,1.77,RU,1741124224
518,filadelfia,39.9523,-75.1638,16.12,37,0,4.12,US,1741123972
519,pisco,-13.7,-76.2167,25.03,69,0,10.29,PE,1741124227
520,chornomors'k,46.305,30.6548,4.89,71,4,5.33,UA,1741124228
521,namie,37.4833,141.0,6.26,96,100,5.05,JP,1741124229
522,newman,37.3138,-121.0208,16.7,62,97,1.34,US,1741124153
523,callao,-12.0667,-77.15,24.16,73,0,5.66,PE,1741124006
524,vicksburg,32.3526,-90.8779,13.85,96,75,2.68,US,1741124233
525,ulanhot,46.0833,122.0833,-5.07,34,100,1.32,CN,1741124234
526,manismata,-2.4667,111.0333,22.81,99,88,0.01,ID,1741124235
527,quellon,-43.1167,-73.6167,14.57,62,100,2.56,CL,1741124029
528,kaa-khem,51.6833,94.7333,-17.04,91,100,1.76,RU,1741124238
529,tanjung pandan,-2.75,107.65,24.58,89,98,0.39,ID,1741124239
530,mayfield,36.7417,-88.6367,16.18,67,100,6.17,US,1741124240
531,arkadak,51.9326,43.4978,0.33,98,100,5.9,RU,1741124242
532,lorengau,-2.0226,147.2712,28.73,77,100,5.55,PG,1741124243
533,griffith,41.5284,-87.4237,6.97,23,100,3.09,US,1741124244
534,caleta de carquin,-11.0925,-77.6267,25.02,74,95,5.13,PE,1741124245
535,rio san juan,19.6439,-70.0763,25.55,73,4,4.98,DO,1741124246
536,tazacorte,28.629,-17.9293,15.54,84,20,4.63,ES,1741124248
537,margate,51.3813,1.3862,5.94,86,0,3.49,GB,1741124249
538,rivera,-30.9053,-55.5508,37.39,99,8,2.55,UY,1741124250
539,reo,12.3167,-2.4667,31.99,15,15,3.57,BF,1741124251
540,jaleshwar,26.6471,85.8008,16.26,38,0,3.84,NP,1741124252
541,luanda,-8.8368,13.2343,27.0,89,75,3.6,AO,1741124254
542,sandnessjoen,66.0217,12.6316,4.06,75,75,11.32,NO,1741124255
543,adi keyh,14.8444,39.3772,17.08,47,75,2.65,ER,1741124256
544,tomatlan,19.9333,-105.25,35.65,19,3,4.53,MX,1741124257
545,qujing,25.4833,103.7833,7.99,66,0,2.6,CN,1741124258
546,ceres,37.5949,-120.9577,15.97,55,20,0.0,US,1741124261
547,natal,-5.795,-35.2094,28.12,78,0,5.14,BR,1741124262
548,nyagan,62.1406,65.3936,-9.53,97,100,2.4,RU,1741124263
549,puerto baquerizo moreno,-0.9,-89.6,29.55,70,40,3.6,EC,1741124265
550,maun,-19.9833,23.4167,24.16,67,88,1.72,BW,1741124266
551,opuwo,-18.0607,13.84,21.77,67,96,1.36,NA,1741124267
552,mao,39.8885,4.2658,13.31,94,20,6.17,ES,1741124268
553,kiffa,16.6166,-11.4045,26.3,20,65,5.58,MR,1741124269
554,chebarkul',54.9749,60.3633,-8.02,98,93,1.61,RU,1741124271
555,teguise,29.0605,-13.564,15.12,67,20,3.09,ES,1741124272
556,hengchun,22.0042,120.7439,21.75,85,14,10.11,TW,1741124273
557,kapshagay,43.8833,77.0833,-4.35,69,28,2.83,KZ,1741124274
558,piacabucu,-10.4056,-36.4344,26.07,78,14,3.54,BR,1741124276
559,jiazi,22.8779,116.067,18.06,86,100,8.29,CN,1741124278
560,minas de marcona,-15.2119,-75.1103,20.45,67,2,8.55,PE,1741124280
561,palmerston north,-40.35,175.6167,15.55,63,50,1.34,NZ,1741124281
562,yemetsk,63.4721,41.7941,-1.73,98,100,2.16,RU,1741124282
563,vera cruz,-12.6333,-41.0333,25.46,55,98,4.94,BR,1741124283
564,berezovyy,51.6667,135.7,-18.73,92,15,2.22,RU,1741124285
565,neftcala,39.3742,49.2472,6.12,76,72,3.79,AZ,1741124286
566,sooke,48.3746,-123.7276,9.25,93,100,0.8,CA,1741124287
